gearbox	title	refcode	description	model	year	run	phone	wheel_drive	price
N/A	MERCEDES-BENZ 300 SL ROADSTER	TA1189318	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	SL ROADSTER	1958 	0		LHD	Auction
N/A	JAGUAR E-TYPE SERIES 1 3.8 LITRE FIXED HEAD COUPE	TA1189314	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	SERIES 1 3.8 LITRE FIXED HEAD COUPE	1963 	0		RHD	Auction
N/A	DE TOMASO MANGUSTA	TA1189313	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...		1971 	0		RHD	Auction
N/A	MASERATI GHIBLI 4.7	TA1189312	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	4.7	1969 	0		RHD	Auction
N/A	LAMBORGHINI DIABLO	TA1189311	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...		1991 	0		RHD	Auction
N/A	MASERATI 3500 GT i	TA1189310	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	i	1962 	0		LHD	Auction
N/A	LAMBORGHINI JALPA	TA1189309	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...		1986 	0		LHD	Auction
N/A	LAMBORGHINI COUNTACH LP400S	TA1189307	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	LP400S	1979 	0		LHD	Auction
N/A	LAMBORGHINI JARAMA 400 GT	TA1189306	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	400 GT	1971 	0		RHD	Auction
N/A	LAMBORGHINI ISLERO	TA1189304	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...		1970 	0		LHD	Auction
N/A	LAMBORGHINI MIURA P400	TA1189303	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	P400	1968 	0		LHD	Auction
N/A	FERRARI DINO 208 GT4	TA1189302	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Unresto...	208 GT4	1975 	0		RHD	Auction
N/A	CADILLAC BROUGHAM	TA1189299	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...		1957 	0		LHD	Auction
N/A	MERCEDES-BENZ 280 SE 3.5 CABRIOLET	TA1189298	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	SE 3.5 CABRIOLET	1971 	0		LHD	Auction
N/A	LANCIA 037 STRADALE	TA1189294	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	STRADALE	1981 	0		LHD	Auction
N/A	FERRARI 612 SCAGLIETTI	TA1189293	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Equippe...		2006 	0		LHD	Auction
N/A	FERRARI 612 SCAGLIETTI	TA1189292	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. One of only 43 examples...		2005 	0		LHD	Auction
N/A	JAGUAR E-TYPE SERIES 1 3.8 LITRE ROADSTER	TA1189291	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	SERIES 1 3.8 LITRE ROADSTER	1963 	0		RHD	Auction
Manual	LOTUS ELAN +2 S130 Spyder chassis 2.0 Zetec engine	DIY1176937	Silver with Red interior. Chassis rebuilt by Spyder with 2.0 Zetec engine.  Was daily driver. Dri...	+2 S130 Spyder chassis 2.0 Zetec engine	1972 	110,000		RHD	15,000
Automatic	MERCEDES-BENZ SL-CLASS 500	DIY1164717	Good condition, FSH, elegant, a lot of love and attention spent on it, recently resprayed, six ye...	500	1985 	147,973		RHD	18,995
N/A	ASTON MARTIN VIRAGE	TA1189288	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. One of 656 ever produce...		2012 	0		LHD	Auction
N/A	FERRARI GTC4 LUSSO	TA1189287	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	LUSSO	2018 	0		RHD	Auction
N/A	CHEVROLET CORVETTE STING RAY	TA1189134	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	STING RAY	1966 	0		RHD	Auction
N/A	LAMBORGHINI URRACO P250 S	TA1189132	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	P250 S	1973 	0		RHD	Auction
N/A	PORSCHE 911 GT2	TA1189131	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	GT2	1990 	0		RHD	Auction
N/A	ASTON MARTIN DBS	TA1189130	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...		2010 	0		RHD	Auction
N/A	FERRARI 512 BBI	TA1189129	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	BBI	1984 	0		RHD	Auction
N/A	LAMBORGHINI DIABLO	TA1189128	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...		1991 	0		RHD	Auction
N/A	MERCEDES-BENZ 300 D	TA1188859	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	D	1953 	0		LHD	Auction
N/A	FERRARI 360 SPIDER	TA1188858	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Desirab...		2000 	0		LHD	Auction
N/A	PORSCHE 911 GT3 RS 4.0	TA1188857	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	GT3 RS 4.0	2011 	0		LHD	Auction
N/A	PORSCHE 356 B 1600S CABRIOLET	TA1188855	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	B 1600S CABRIOLET	1963 	0		LHD	Auction
N/A	FERRARI 348 SPIDER	TA1188853	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Desirab...	SPIDER	1993 	0		LHD	Auction
N/A	PORSCHE 356A 1600 SPEEDSTER	TA1188852	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	1600 SPEEDSTER	1957 	0		RHD	Auction
N/A	PORSCHE 356A 1600	TA1188851	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	1600	1956 	0		LHD	Auction
N/A	PORSCHE 356B ROADSTER	TA1188850	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	ROADSTER	1960 	0		LHD	Auction
N/A	ASTON MARTIN VANQUISH	TA1188849	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...		2004 	0		RHD	Auction
N/A	FORMULA RACE CAR	TA1188847	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...		1988 	0		RHD	Auction
Automatic	MERCEDES-BENZ CLK-CLASS 240	DIY1155932	Full service history at Mercedes-Benz dealer,  comes with original number plate, parking sensors,...	240	2004 	21,922		RHD	12,950
Manual	EVANTE MKI 160TC	DIY1184592	Built by Vegantune inspired by Lotus Elan, owned this car since 1997, complete history with recei...	160TC	1988 	38,000		RHD	12,750
N/A	BENTLEY T2	TA1188843	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Offered...		1979 	0		LHD	Auction
N/A	PORSCHE 911	TA1188841	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Desirable, early 300-ch...		1965 	0		LHD	Auction
N/A	FERRARI 250 GTE 2+2	TA1188840	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Desirable Series I exam...	GTE 2+2	1961 	0		LHD	Auction
N/A	PORSCHE 911 TURBO S	TA1188839	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. The only 996-generation...	TURBO S	2005 	0		LHD	Auction
N/A	MERCEDES-BENZ 500 SEC KOENIG	TA1188827	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 26 - 27 March 2020. Check back soon for com...	SEC KOENIG	1986 	0		RHD	Auction
N/A	MERCEDES-BENZ 280 CE	TA1188825	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 26 - 27 March 2020. Check b...	CE	1970 	0		RHD	Auction
N/A	FERRARI F430	TA1188562	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...		2005 	0		RHD	Auction
N/A	PORSCHE 911	TA1188534	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		2014 	0		RHD	Auction
N/A	VOLKSWAGEN BEETLE	TA1188533	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...		1951 	0		RHD	Auction
N/A	ROLLS-ROYCE PHANTOM	TA1188532	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...		1935 	0		RHD	Auction
N/A	MERCEDES-BENZ 300	TA1188531	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...		1987 	0		RHD	Auction
N/A	MERCEDES-BENZ 450	TA1188530	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...		1972 	0		RHD	Auction
N/A	BMW 635	TA1188529	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1983 	0		RHD	Auction
N/A	PORSCHE 356B	TA1188528	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1963 	0		RHD	Auction
N/A	ASTON MARTIN VANTAGE	TA1188527	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1998 	0		RHD	Auction
N/A	FERRARI 330	TA1188526	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1967 	0		RHD	Auction
N/A	ASTON MARTIN V8	TA1188524	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1989 	0		RHD	Auction
N/A	ASTON MARTIN V8	TA1188523	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		2014 	0		RHD	Auction
Manual	EMW 327-2 1954 EMW 327 Cabriolet	TA1190152	"1954 EMW 327 Cabriolet
The acquisition of the Dixi works at Eisenach in 1928 was to provide BMW, ..."	1954 EMW 327 Cabriolet	1954 	0		LHD	84,950
Manual	ASTON MARTIN DB6	TA1190293	1966 Aston Martin DB6		1966 	49,399		RHD	POA
N/A	PORSCHE 356	TA1188517	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1955 	0		RHD	Auction
N/A	BMW 2000	TA1188516	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...		1972 	0		RHD	Auction
N/A	FERRARI 365	TA1188515	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1971 	0		RHD	Auction
N/A	PORSCHE 911	TA1188514	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1999 	0		RHD	Auction
N/A	MERCEDES-BENZ 320	TA1188513	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1938 	0		RHD	Auction
N/A	MERCEDES-BENZ 450 SEL	TA1188512	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Recently rep...	SEL	1979 	0		RHD	Auction
N/A	LANCIA THEMA	TA1188510	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Offered from...		1991 	0		RHD	Auction
N/A	DE TOMASO LONGCHAMP	TA1188509	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Offered from...		1978 	0		RHD	Auction
N/A	PORSCHE 928 GTS	TA1188508	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Retains its original engine ...	GTS	1992 	0		RHD	Auction
N/A	JAGUAR XJ6	TA1188411	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Finished in ...		1981 	0		RHD	Auction
N/A	MAYBACH 57	TA1188410	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Seldom-seen ...		2003 	0		RHD	Auction
N/A	PEUGEOT 205 1.9 GTI	TA1188409	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Long-term ow...	1.9 GTI	1993 	0		RHD	Auction
N/A	MERCEDES-BENZ 280 SE CABRIOLET	TA1188408	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Remarkably original througho...	SE CABRIOLET	1969 	0		RHD	Auction
N/A	MERCEDES-BENZ 300 SE	TA1188407	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Repainted in...	SE	1964 	0		RHD	Auction
N/A	FERRARI MONDIAL T	TA1188406	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Rare Valeo a...		1993 	0		RHD	Auction
N/A	FERRARI TESTAROSSA	TA1188405	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Less than 27...		1986 	0		RHD	Auction
N/A	LAMBORGHINI COUNTACH LP500 S	TA1188404	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Single German ownership unti...	LP500 S	1981 	0		RHD	Auction
N/A	PORSCHE 911 T TARGA	TA1188402	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...	T TARGA	1970 	0		RHD	Auction
Automatic	HONDA PRELUDE	DIY1190200	Lovely condition. New MoT and alternator. 3 owners first registered as demonstrator. Selling due ...			82,823		RHD	2,895
Manual	STANDARD TEN	DIY1182888	Restored in 1979/1980 from unusable condition by previous owner, fully roadworthy, drives well, c...		1935 	80,412		RHD	4,500
N/A	MERCEDES-BENZ 500	TA1188091	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Desirable black-over-black c...		1993 	0		RHD	Auction
N/A	LAMBORGHINI LM002	TA1188034	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...		1992 	0		RHD	Auction
N/A	LINCOLN MODEL KB	TA1188000	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...		1933 	0		RHD	Auction
N/A	CORD 812 PHAETON	TA1187990	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	PHAETON	1937 	0		RHD	Auction
N/A	MERCEDES-BENZ 540K	TA1186631	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		1937 	0		RHD	Auction
N/A	ROLLS-ROYCE CORNICHE II	TA1186580	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	II	1988 	0		RHD	Auction
N/A	GLAS 1004 S	TA1186575	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...	S	1964 	0		RHD	Auction
N/A	FORD GPW	TA1186574	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...		1942 	0		RHD	Auction
N/A	FERRARI 575M MARANELLO	TA1186293	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...		2002 	0		RHD	Auction
N/A	AUDI S6 PLUS	TA1186292	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...	PLUS	1996 	0		RHD	Auction
N/A	PORSCHE 911	TA1186369	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...		1974 	0		RHD	Auction
N/A	MERCEDES-BENZ 560 SL	TA1186282	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...	SL	1986 	0		RHD	Auction
N/A	MERCEDES-BENZ 500 SEC AMG 5.4 WIDE-BODY	TA1186281	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...	SEC AMG 5.4 WIDE-BODY	1984 	0		RHD	Auction
N/A	LANCIA DELTA HF INTEGRALE EVOLUZIONE II	TA1186280	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...	HF INTEGRALE EVOLUZIONE II	1993 	0		RHD	Auction
N/A	MERCEDES-BENZ 230 SL Pagoda	TA1185526	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	SL Pagoda	1964 	0		RHD	Auction
N/A	LAMBORGHINI DIABLO SE30	TA1185525	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...	SE30	1996 	0		RHD	Auction
N/A	CHEVROLET CORVETTE Sting Ray	TA1185196	To Be OFFERED AT AUCTION at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Check back soon fo...	Sting Ray	1964 	0		RHD	Auction
N/A	MERCEDES-BENZ 600 6 Door Pullman	TA1185187	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...	6 Door Pullman	1967 	0		RHD	Auction
Automatic	JENSEN INTERCEPTOR Series III H-Series 7.2 V8	DIY1186234	H-Series 7.2 litre V8, £20k+ mechanical recommissioning last year with rebuilt engine, suspension...	Series III H-Series 7.2 V8	1972 	77,000		RHD	34,950
Manual	TOYOTA LAND CRUISER BJ40	DIY1172325	Very economical to run, 7 seats on the V5, UK historic plates, 1 year UK MoT with no advisories, ...	BJ40	1982 	138,348		LHD	17,000
N/A	SHELBY MUSTANG GT350 H	TA1184381	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...	GT350 H	1966 	0		RHD	Auction
N/A	MORGAN AERO 8	TA1184357	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' The Elkhart Collection event, 1 - 2 May ...		2005 	0		RHD	Auction
N/A	PORSCHE 911 RUF Turbo R	TA1184095	To Be OFFERED AT AUCTION at RM Sothebys' Essen event, 27 March 2020. Check back soon for complete...	RUF Turbo R	1998 	0		RHD	Auction
N/A	PORSCHE 911 TURBO	TA1181406	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Essen event, 27 March 2020. Check back s...	TURBO	1985 	0		RHD	Auction
Manual	PORSCHE 911 [991] CARRERA	TA1190198	Peter Vardy Heritage offer this stunning Porsche 911 Carrera 4S Convertible Coupe, finished in Me...	[991] CARRERA	2004 	60,034		Other	25,990
Manual	TOYOTA YARIS	TA1191221	Insurance Group 5, 0 Previous Owners, Finished in metallic ice blue , complimented with contrasti...		2005 	80,000		RHD	990
Manual	ALVIS 4.3 LITRE	TA1191052	Finished in british racing green , complimented with contrasting black interior, a very put toget...		1961 	12,000		RHD	21,750
Manual	FORD CONSUL	TA1189257	OUTSTANDING , you will never find a better one , large history file , with photographic restorati...		1955 	64,000		RHD	17,750
Manual	MORRIS MINOR 1000	TA1188806	A VERY IMPRESSIVE MORRIS ESTATE REGISTERED ON 11 10 1965. THE MORRIS HAS UNDERGONE A COMPLETE RES...	1000	1965 	70,000		LHD	11,990
Manual	TRIUMPH TR6	TA1179397	Finished in gleaming white complimented with contrasing shadow blue period interior , along with ...		1974 	84,000		RHD	19,450
Manual	CADILLAC ELDORADO	TA1179325	Finished in gleaming white , complimented with contrasting period interior, a very rarae model , ...		1998 	26,000		RHD	9,750
Automatic	FORD MUSTANG	TA1178988	We are very pleased to offer this One Owner 1965 289 Mustang Coupe, which was in the original buy...		1966 	99,000		RHD	17,950
Automatic	CHRYSLER CROSSFIRE	TA1178366	Finished in metallic grey complimented with contrasting black leather interior , and a black moha...		2005 	99,000		RHD	3,450
Manual	SUBARU IMPREZA	TA1178364	2 Previous Owners, Finished in gleaming white , A rare car in this condition. The quintessential ...		1994 	106,000		RHD	4,750
Manual	JAGUAR MARK 2 MIDNIGHT BLUE	TA1178028	Due to arrive in early November, this LHD example of the definitive 3.8 MKII Sports saloon has be...	MIDNIGHT BLUE	1961 	99,000		LHD	17,950
Manual	MG MIDGET	TA1177821	Finished in pastil blue complimented with contrasting period black interior , a nice example , th...		1968 	114,000		RHD	5,450
Manual	FORD V8 PILOT	TA1177811	Finished in gleaming black , complimented with contrasting period tan leather interior. she has b...	PILOT	1951 	10,000		RHD	13,750
Automatic	FORD MUSTANG	TA1177683	Finished in stunning Sapphire blue metallic with black interior this superb, first generation, 19...		1966 	100		RHD	20,950
Manual	MERCEDES-BENZ 230 CE	DIY1170687	Petrol injected, fitted with a rare 5-speed manual gearbox. Remarkable condition, many new parts....	CE	1984 	118,695		RHD	9,250
Automatic	JAGUAR XJ6 3.2 Executive	DIY1135490	Immaculate, 3.2, XJ6 Blue 4Dr Executive  saloon with cream leather upholstery . First registered ...	3.2 Executive		58,000		RHD	5,950
Automatic	BENTLEY AZURE Mulliner	TA1175339	A superb low mileage 2009 model facelift example of Bentleys flagship vehicle. Finished in the pa...	Mulliner	2008 	8,000		RHD	119,950
Manual	VOLVO 142	TA1191192	See website for further details			0		LHD	POA
Manual	VOLKSWAGEN KARMANN GHIA	TA1191189	We have a lovely 1966 Volkswagen Karmann Ghia coupe on offer that was acquired from the town of Q...	GHIA	1966 	569		LHD	34,950
Manual	VOLKSWAGEN KARMANN GHIA	TA1191188	Gorgeous 1973 Volkswagen Karmann Ghia convertible. This Californian issued car has just run a mer...	GHIA	1973 	44,139		LHD	33,950
Manual	VOLKSWAGEN BEETLE	TA1191187	We have a wonderfully preserved 1978, American supplied, Volkswagen Beetle convertible available....		1979 	84,497		LHD	23,750
Manual	VOLKSWAGEN BEETLE KAFER	TA1191186	Beautiful 1976 Volkswagen Beetle convertible. Comes from California, USA and has driven only 36.1...	KAFER	1976 	36,135		LHD	26,750
Manual	VOLKSWAGEN BEETLE	TA1191184	This lovely 1971 Volkswagen Beetle 1600 convertible was mechanically overhauled and restored some...		1971 	29,908		LHD	23,950
Manual	SAAB 96 GL	TA1191181	This 1977 Saab 96 GL was supplied from new in Sweden. Since 2012 it has resided in the Netherland...	GL	1977 	12,345		LHD	POA
Automatic	SAAB 9-3	TA1191180	This pristine Saab 9-3 2.0 turbo SE convertible was supplied from new by the USA Californian base...		2003 	58,836		LHD	12,950
Manual	RENAULT KZ LANDAULETTE	TA1191178	This very special Pre-War 1931 Renault KZ Landaulette has the rare Landaulette 'cabrio' bodywork....	LANDAULETTE	1931 	44,911		LHD	29,950
Automatic	OLDSMOBILE DYNAMIC 88	TA1191176	This very fetching 1966 Oldsmobile Dynamic 88 convertible is in particularly original condition. ...	88	1966 	29,710		LHD	39,950
Manual	MORGAN 4/4	TA1191174	We have a very rare Morgan 4/4 Two-Seater on offer. It is one of just 58 series 3 Morgan's ever p...		1962 	33,955		LHD	42,500
Manual	MERCEDES-BENZ 200 W21	TA1191172	We hare very pleased to present this fantastically gorgeous and very rare 1933 Mercedes Benz 200 ...	W21	1933 	400		LHD	124,500
Automatic	MASERATI 222 SR	TA1191168	This wonderful Maserati 222 SR Bi-Turbo was a Dutch supplied car form new on the 25th June 1993. ...	SR	1993 	67,542		LHD	24,750
